# Synthetic demo data (not laboratory measurements)
# Columns: x y r; units follow the upstream ZDEM convention; no unit conversion is applied.
2.200000000000e+03  3.200000000000e+03  1.200000000000e+02
2.700000000000e+03  3.200000000000e+03  1.200000000000e+02
3.200000000000e+03  3.200000000000e+03  1.200000000000e+02
3.700000000000e+03  3.200000000000e+03  1.200000000000e+02
4.200000000000e+03  3.200000000000e+03  1.200000000000e+02
4.700000000000e+03  3.200000000000e+03  1.200000000000e+02
5.200000000000e+03  3.200000000000e+03  1.200000000000e+02
5.700000000000e+03  3.200000000000e+03  1.200000000000e+02
2.200000000000e+03  4.100000000000e+03  1.200000000000e+02
2.700000000000e+03  4.100000000000e+03  1.200000000000e+02
3.200000000000e+03  4.100000000000e+03  1.200000000000e+02
3.700000000000e+03  4.100000000000e+03  1.200000000000e+02
4.200000000000e+03  4.100000000000e+03  1.200000000000e+02
4.700000000000e+03  4.100000000000e+03  1.200000000000e+02
5.200000000000e+03  4.100000000000e+03  1.200000000000e+02
5.700000000000e+03  4.100000000000e+03  1.200000000000e+02
2.200000000000e+03  5.000000000000e+03  1.200000000000e+02
2.700000000000e+03  5.000000000000e+03  1.200000000000e+02
3.200000000000e+03  5.000000000000e+03  1.200000000000e+02
3.700000000000e+03  5.000000000000e+03  1.200000000000e+02
4.200000000000e+03  5.000000000000e+03  1.200000000000e+02
4.700000000000e+03  5.000000000000e+03  1.200000000000e+02
5.200000000000e+03  5.000000000000e+03  1.200000000000e+02
5.700000000000e+03  5.000000000000e+03  1.200000000000e+02
2.200000000000e+03  5.900000000000e+03  1.200000000000e+02
2.700000000000e+03  5.900000000000e+03  1.200000000000e+02
3.200000000000e+03  5.900000000000e+03  1.200000000000e+02
3.700000000000e+03  5.900000000000e+03  1.200000000000e+02
4.200000000000e+03  5.900000000000e+03  1.200000000000e+02
4.700000000000e+03  5.900000000000e+03  1.200000000000e+02
5.200000000000e+03  5.900000000000e+03  1.200000000000e+02
5.700000000000e+03  5.900000000000e+03  1.200000000000e+02
2.200000000000e+03  6.800000000000e+03  1.200000000000e+02
2.700000000000e+03  6.800000000000e+03  1.200000000000e+02
3.200000000000e+03  6.800000000000e+03  1.200000000000e+02
3.700000000000e+03  6.800000000000e+03  1.200000000000e+02
4.200000000000e+03  6.800000000000e+03  1.200000000000e+02
4.700000000000e+03  6.800000000000e+03  1.200000000000e+02
5.200000000000e+03  6.800000000000e+03  1.200000000000e+02
5.700000000000e+03  6.800000000000e+03  1.200000000000e+02
2.200000000000e+03  7.700000000000e+03  1.200000000000e+02
2.700000000000e+03  7.700000000000e+03  1.200000000000e+02
3.200000000000e+03  7.700000000000e+03  1.200000000000e+02
3.700000000000e+03  7.700000000000e+03  1.200000000000e+02
4.200000000000e+03  7.700000000000e+03  1.200000000000e+02
4.700000000000e+03  7.700000000000e+03  1.200000000000e+02
5.200000000000e+03  7.700000000000e+03  1.200000000000e+02
5.700000000000e+03  7.700000000000e+03  1.200000000000e+02
2.200000000000e+03  8.600000000000e+03  1.200000000000e+02
2.700000000000e+03  8.600000000000e+03  1.200000000000e+02
3.200000000000e+03  8.600000000000e+03  1.200000000000e+02
3.700000000000e+03  8.600000000000e+03  1.200000000000e+02
4.200000000000e+03  8.600000000000e+03  1.200000000000e+02
4.700000000000e+03  8.600000000000e+03  1.200000000000e+02
5.200000000000e+03  8.600000000000e+03  1.200000000000e+02
5.700000000000e+03  8.600000000000e+03  1.200000000000e+02
2.200000000000e+03  9.500000000000e+03  1.200000000000e+02
2.700000000000e+03  9.500000000000e+03  1.200000000000e+02
3.200000000000e+03  9.500000000000e+03  1.200000000000e+02
3.700000000000e+03  9.500000000000e+03  1.200000000000e+02
4.200000000000e+03  9.500000000000e+03  1.200000000000e+02
4.700000000000e+03  9.500000000000e+03  1.200000000000e+02
5.200000000000e+03  9.500000000000e+03  1.200000000000e+02
5.700000000000e+03  9.500000000000e+03  1.200000000000e+02
2.200000000000e+03  1.040000000000e+04  1.200000000000e+02
2.700000000000e+03  1.040000000000e+04  1.200000000000e+02
3.200000000000e+03  1.040000000000e+04  1.200000000000e+02
3.700000000000e+03  1.040000000000e+04  1.200000000000e+02
4.200000000000e+03  1.040000000000e+04  1.200000000000e+02
4.700000000000e+03  1.040000000000e+04  1.200000000000e+02
5.200000000000e+03  1.040000000000e+04  1.200000000000e+02
5.700000000000e+03  1.040000000000e+04  1.200000000000e+02
